turn_idx,B1,A1,B2,A2,B3,A3,B4,A4,B5,A5,B6,A6,B7,A7,B8,A8,B9,A9,B10,A10,B11,A11,B12,A12,B13,A13,B14,A14,B15,A15
253,-9875531.738819875,42736429.768779054,0.003403433082945314,-7.616586034886785e-22,149.12411127935994,-19.518549076833285,-0.013543790058188112,0.036420923937342455,42036.849330480574,72719.34941086832,27.292234492340818,-29.586344033889983,130068336.82758568,6907475.450363378,-118309.08125477661,125400.67663343335,848230737234.0966,577019355943.6915,-100492868.47163235,191395398.3399247,34810702373541.875,-13314264978667.125,420516761986.6096,1412346734971.5144,4.119410220829851e+17,1.138963565037781e+18,-804341799840883.5,880478011501316.5,1.5878674402595858e+21,1.9461329509461197e+21
254,65495091.68957793,-19832813.20268182,0.003408115781104186,-1.1258511050468258e-22,64.83652392679389,81.0779734268166,-0.0073951640545050525,-0.0182893938284796,-51917.78758777166,-7863.252520809332,17.15762679830469,-42.56488747707874,-119742190.410557,79713572.59063987,-46578.341708151616,-125452.70742958788,661032368749.7675,426711416619.30396,11452250.208022207,-204322854.87278855,-389433711803103.44,257357849619955.44,-149697201295.39658,1144955832056.8396,-7.416145703274903e+17,4.433231395005089e+17,-819942635056351.1,-1318314246760321.8,-3.309457615508837e+21,2.4726880009238337e+21
255,92352183.66480312,27161896.63522679,0.0034103953009742842,-9.289825920386727e-22,19.628373717526163,67.14840778268372,0.0020815627424414654,-0.01010314721816389,-37126.913364148306,-19538.31178369174,43.91353557733088,-11.241410266821092,-30493895.383166198,3750944.884141721,-24566.195903061198,-68906.73795801419,853355619973.2245,417449741112.4796,-44448503.942630135,-65126967.67899051,-48645440265531.195,92187324718466.86,-375246629411.16345,684576770721.6852,-465593369727575.6,-8.943864885683837e+17,1277294838496974.5,-944187642328443.0,-1.2380311662847572e+21,-1.38235283968179e+21
256,-332506.7981629435,48755877.452201195,0.0034060777596870715,-1.26137201900733e-21,16.628277817181456,86.63063963152787,-0.0014803878697653647,0.017905081257066253,20982.282020082705,16324.352489380593,15.189740705521714,27.520212083211465,118354267.18940848,-90212098.109554,2229.3533043969232,90919.44092835538,912103133389.5757,609573425266.1505,91923892.2099576,201898375.9179626,433536820657902.56,-152724537609313.2,-1045224574382.2908,1393605754864.9614,-3.893796168363443e+16,-2.3479931942471744e+17,1776791175739918.0,815167668037817.0,9.519005866810343e+20,-3.229622819369821e+21
257,-37690679.91901172,70691255.10923803,0.0034090130992735935,-1.3351432381518754e-23,2.631921044509369,76.24322015283853,-0.017201341876324192,0.020105092615085716,41868.16229288515,52679.53944276055,-34.42674348341165,-35.91006277008915,-8271547.421757542,-9865131.63788559,-25020.032258883333,30102.053762901807,647149940296.8386,716399755563.0935,-90168201.55014409,-43068615.09350085,-56978752594086.336,307942128234758.25,-1724411164010.1384,678885914538.173,3.960231658158707e+17,3.1232295250221254e+17,279117497935006.6,218503035247328.0,5.8823502788058146e+20,3.605219248353997e+20
258,-5085338.941430273,76956130.58310579,0.003412188693191794,-1.579159601511562e-22,-57.26969451414093,77.72669838730741,-0.0035703743210874312,4.030460913982145e-05,-19049.492531730106,-21721.33009160267,-54.12610371887061,-33.569675804409385,40263350.14237231,44260151.78413995,-105205.22253948983,-5893.170132063438,633103481118.8132,556953339021.06,-16189880.520885903,-71915286.62577589,-258559780581339.44,278729582508467.12,-1616831850490.9263,-174827227643.73883,3.2321960833025466e+17,4.213597130910695e+17,-616486921936456.9,-519881508005242.9,-5.8280012094597156e+20,2.985180393587701e+21
259,84236510.49641603,161362739.03520495,0.003406061215814879,3.720820590122911e-23,-153.3476813716169,-14.313460036568987,-0.0030513677736119533,-0.021902563472320214,-115970.99572438838,-10260.534512354783,-24.061354371166228,-91.1167959461665,-54113844.03048359,16951451.565380342,-22300.828765820188,-105253.70347925101,496703044591.9803,528985812249.9527,-6852604.497135776,-295379727.0758025,-498699203792300.0,121080229660820.2,-591263295911.5248,-1656993151927.9546,-8.100995042581825e+17,-4.353856093941302e+17,116465627858348.88,-1675592172113670.2,-2.0632646836657324e+21,1.0970296013274963e+21
260,35700576.971240446,77549188.14508592,0.003415463251851924,-1.914156987556058e-21,-14.030120027690646,-8.700125254909189,-0.01163884817068969,0.01153253672853645,15694.314372998957,45418.41889842057,24.95773906049686,-6.531917597043065,54472046.01864397,-74507915.57408339,71193.47336831297,8963.270599495747,790920241938.1754,865233001932.4178,60933457.7538938,-10991352.46639896,44143514703904.266,-206238112617058.0,69421847732.03201,-1319555880011.1528,2.121621262740107e+17,6.716570443736274e+16,672460626280658.8,603589824282395.9,3.700133229813356e+20,-7.192199824229466e+20
261,66094867.51220929,138228685.54337046,0.0034123924426706777,-1.793011252770746e-21,-47.50747247906701,-13.576633086079207,-0.019194252293564824,0.005648585946026028,5180.0004918919285,17044.084177467026,9.882300484617216,-9.522176390746253,1788887.304236597,25137922.730940815,-52400.42293380034,-8584.754489229317,466642037786.8994,852954005178.2354,35934697.34010111,95446911.84863898,17591966059054.441,150150598904304.53,592323508958.6915,-1398939693311.1392,2.7493404991540298e+17,1.444368516296371e+16,52459445479691.35,1110936555997766.6,2.624998317069299e+20,1.7493823182539004e+20
262,-29475577.33405829,55219858.83128119,0.003407955960398079,3.487779396514388e-21,13.12091727351636,-66.62126367382906,-0.0029052818048413177,0.007703892236568702,-9991.494580442577,-13246.230147268085,-15.220202035666688,77.53483094958285,54659174.06449062,33092607.07815126,-74471.08134250951,13383.553710374064,488234190764.547,707394311544.4509,-50365064.620396994,-8090654.448416579,37815881372315.95,-27571434235623.746,1041549553407.3313,-785438744670.7784,2.5150024046279876e+16,5.979247343309929e+17,-1308503003029375.5,-322972125637564.9,-1.213997301643291e+21,-1.269899894092924e+21
263,56684389.39560089,23447720.73407815,0.0034153641038005876,3.2864834726892334e-22,13.193279035750766,-71.69861083787787,0.0002336642088528617,-0.004554392624947287,-61157.42340568589,-23702.897211355474,-25.609972247448393,27.367773753348562,5354703.241142109,-29207901.942809884,-16317.267232481629,-135584.284854973,430485815623.5309,638693862330.5901,96537239.18529746,-149049101.5124043,-188765094258981.25,-173207109016746.66,1181680776479.413,-611776692781.89,-4.7401960446907546e+17,4.5393628965472845e+17,681787749706605.9,-792004655928438.1,-1.1504749288445068e+21,-1.1250834687298048e+21
264,37626339.383849345,62811645.79446095,0.003406087568682622,1.7734750135927127e-21,100.11503850431338,-68.17492683277392,-0.01035206631508082,0.01310113326978285,25429.584732633662,8222.319749560804,3.171788052446602,7.370863626002611,77644089.6034425,18396612.520769123,-44494.711792786715,11138.491933613326,576520861598.09,807566867922.7656,200277552.94980973,7901845.7357196305,210057733831520.97,-206544292157866.44,1433236661725.7402,1016605651847.1996,6.3202750338005784e+16,-6.984590345158044e+17,117676607769459.52,628767421242827.5,1.815762224805755e+21,9.044634613047402e+20
265,37539327.90192363,46517649.32121114,0.0034100971746032554,1.0122585586611217e-21,71.67962581456352,-29.600230299974083,-0.01056491165285447,-0.005567080520033826,-72.075742168227,36206.767152301414,2.7429185070593873,-65.35123464470621,91300516.7524273,-3708726.431529148,-57204.852717900125,44753.55442821222,403267436315.3286,1032448804999.0688,-130853231.01885289,49983208.2341648,177266311633945.47,-103757901842482.7,363965130480.43036,1093001458616.7062,-6.374759316541861e+17,5.284558047974243e+17,-1546857861717229.8,-408538765458443.06,7.102017496498894e+20,8.087552590363347e+20
266,116546043.66729121,-53451799.92690007,-0.11581888060089865,-2.2117230703781215e-18,-241.6864468389265,-505.09154267048865,0.0017530010684311647,0.026299445345129346,-26648.690838866263,-30908.96767780661,1.9611866553952162,-38.40155674815814,59773602.89760468,-8999727.958431548,-17098.147077202462,-13462.699986538906,865793037539.7115,-356908189163.9268,-34094330.81073624,-123160728.72384769,-647665922251796.0,497744350560864.06,-1345276245370.9233,80005808180.15662,-1.0348018370650821e+17,-2.2241197429404506e+17,-281456296139755.0,-687636581290645.1,2.286192065835804e+20,1.8953952743707433e+21
267,47315278.33014835,-89455002.77213739,-0.11582683939585392,1.532543274458645e-17,-157.94099745967966,-520.8967603257545,-0.01970504430279487,0.05761398593461896,1661.2709791729014,-2755.4011374367547,33.72041711728421,-19.633517835714812,18413939.354210936,-44894045.984927244,14848.155333736233,-1310.3658855011145,920306063815.6669,-116996414732.97997,-27726814.55098212,108529991.84431353,-519170203828666.4,214615244609787.25,-1060348908395.8005,-455400354532.3732,1.5288820031527104e+17,-1.365482085487839e+17,49082453309232.805,-566213479958773.9,-1.1547745531625996e+20,7.66750987544917e+20
268,74793143.99530327,-12972289.319068177,-0.11583062684386569,1.770112683995713e-17,-156.14906547024515,-582.6820411205518,-0.01770454144254019,0.039893834656578614,6742.1256949337785,-31004.322278319712,28.74415511995653,-15.617769467103532,100639071.38288617,6932108.335847968,-90030.1507515573,85265.65100045805,756286540298.6813,-244107748244.6455,14534962.010354964,31857671.535477288,-299594664424096.6,-10465044325070.393,-1097806128986.5712,-1102508226967.0896,3.1207741510958637e+17,9.820207119144349e+16,853965732630693.6,1525376762231091.2,-4.530088112978875e+20,-2.7235149660611766e+20
269,95562530.83723648,-27474286.09352032,-0.11582706873238914,3.369521708616121e-17,-133.68123435120745,-614.406212417017,-0.0014463385794187063,0.04373747058446192,-14638.813574074087,30073.33632162845,-21.034979276987062,28.76008329055087,76023384.3727949,-75511289.20334552,-53309.85736550357,-24724.533098986565,797850424732.5248,-332455394983.2594,-77323912.9507837,41074064.421041995,-261308000366775.3,300641671044199.4,-341035344715.2608,-1628286565326.7988,-8.383944205149057e+17,2.770943309357389e+17,-567283615160724.6,844842425696963.2,-5.717811669888429e+20,1.205685337118266e+21
270,82860416.96521874,-91874924.71640585,-0.11582375128937422,1.8229852613620414e-17,-144.5215981744001,-588.4456214588681,0.006238174686143573,0.03478130708350982,-54685.149432132544,-28082.958889962472,-36.693744214015666,-19.746653347904687,75728676.7465761,-128413656.30908087,56666.53768873547,-93437.94798093752,809427881636.8768,-322243811579.1652,-73861008.58954106,-327426382.9291088,-606858697127513.9,-103132823194410.31,751870469467.683,-2178333039040.743,-1.5790494910301302e+17,-5.275587720446492e+17,233960438336289.3,-2802266369030170.5,-5.8082256700558344e+20,3.893494694287336e+20
271,16348880.208799353,-93703769.82392307,-0.1158235868633664,3.609773845868101e-17,-72.18978752267056,-553.2990319809346,-0.008134907143813375,0.055295499767323654,42933.32416747533,-8795.934895173317,11.766354429663393,-52.8307591324893,61921644.760936,-7791144.591701414,-60618.2365856721,-27366.238464365473,1000700995028.8673,3719148582.66236,121536206.2809476,114527103.69394457,-195352819564139.66,-241575916843527.9,1634057626828.0674,-1036569612982.6028,8.77251946211382e+17,-1.4185446726517902e+17,-540394015741662.3,-29169920336426.094,1.619589019133575e+21,-1.528255428086497e+21
272,60959605.048094474,-58442107.40272572,-0.11581814087185935,3.3486885457705827e-17,-69.11996616315712,-584.1414023564894,-0.001966329267139392,0.04676032475628721,14653.537644031165,-27006.910452905984,15.31398125830819,-74.8099948231718,168571158.6074693,-4694974.552850893,-35956.672698722476,97016.7125534666,730132552097.2205,-274295362392.36533,147283554.6739433,141821466.79119092,23340416751925.938,-40781655946116.44,1320344130234.082,-40067031784.05275,4.1276018187318515e+17,1.9997120779604227e+17,-1031641497164484.9,-96685053549727.73,2.9275081055565287e+21,5.993427372395955e+20
273,13546956.959353773,-20518140.12390065,-0.11583024481763886,2.7029720265584463e-17,-27.891301043418444,-462.46782782088746,-0.005931794935603158,0.048009766729997246,23227.31770892314,-8332.416019715743,23.575060431881003,1.8088423065826227,141976796.82383254,-52029173.97637436,-94978.80144096387,-2612.1483666114327,927724552701.1732,-292777362211.0886,-263085565.07757464,167405732.96824768,-204479980755127.84,208125390300614.06,860549171970.4401,729723708883.0648,1.4898091640094915e+17,1.2069630766717796e+18,-1457425884299757.8,550241815830064.5,1.3517383669931725e+21,2.441206368797212e+21
274,33454172.026787415,-130099311.61946648,-0.11582267823528647,-2.6427255173871284e-18,-85.51745349333261,-402.82969313111914,-0.005048025613125195,0.06050965827939462,-11811.396360884351,-54823.476771774265,50.68541066545866,23.03178820988592,84638540.28230548,-33869784.59468535,-24184.302730424715,9336.443541208171,984169600422.8053,-161338241880.7477,-163882771.88180932,1055128.6904965579,-339991066244284.3,16425108467538.383,807888270853.3866,698814583445.9137,-2.322135276357805e+17,1.0609923380371576e+18,-2455329335605978.5,-1580769851824833.0,-2.3201227365729286e+21,1.0588294772570194e+21
275,112277276.51476449,-86579850.47063918,-0.11583318200537038,2.685885319136624e-17,-162.09996285057247,-471.5050149502907,-0.007820309730260582,0.039349869863061486,31296.08182317908,-462.326015571024,27.205128788079858,-16.808111275302405,110125325.94090943,-55953375.723082535,-40217.468506691024,9283.801841303528,892694424303.2219,-109505958556.61673,119159568.50732996,-61733751.08345025,-385672128090332.2,-71093516550602.44,416919455056.4572,848904258622.9293,-6.887363156136632e+17,-1.3793165380147682e+17,-176128727699285.03,-1542636297826755.0,-2.2536459493801706e+21,-2.1529974846104344e+21
276,135274693.67704308,-197924744.4732035,-0.11583124512221693,-8.159880940981543e-18,-107.41531753228642,-468.2366856596133,0.006074253203044002,0.042897011912466504,7888.080112142536,-7771.509247859219,-66.58710765336598,19.953507205012365,187532557.32827604,-126915241.46078649,-75060.35149603264,4817.4038455085265,720358244340.4132,-185249225942.62848,-43589492.54813622,207205390.00550944,39364484803360.23,-162785355736820.28,-242487134967.31216,1278750897795.2332,-2.5571792395749885e+17,-6.989014953981908e+17,-178492368220808.25,266102913474818.12,5.5451327419317807e+20,-1.0911374460871609e+21
277,23065185.489869468,-17981079.879001677,-0.11583541268316068,-9.959177482879542e-18,-191.56403296154483,-490.3966868776547,-0.0057830564028622305,0.05601897986599962,-7443.91826206207,-1886.9090945166276,-39.09634986114044,-2.7346306935104057,164335989.08932623,-34851572.33344567,-48858.43189186071,45944.963352324,975179165753.8947,-262427337081.42197,-72699645.80631498,176579412.1370199,-166610842369176.84,90999501357982.0,-974398400265.6354,1313204801182.3271,3.8215580379346056e+16,1.3353601814190352e+17,211020981267484.9,-317693014602270.25,1.1403637789190714e+21,-9.180993326200205e+20
278,115920912.4703433,-147690002.23171133,-0.11582612829573878,-1.0939521674793237e-18,-260.1816469815681,-511.6572833904471,-0.008962765698304717,0.043155181263009885,-35421.716157953495,34643.576922108194,23.062650020701717,-47.130230206278156,97276970.74910085,45011702.75657382,-104023.62329628665,-20472.11207764419,944970348659.7897,-214918703183.36453,-197519636.63527805,21889889.315158606,-491487030324795.4,338343434591184.75,-1281291165909.1116,-188461239214.65942,1.6676019505441485e+17,3.118289559990268e+17,-307290341331362.25,-1088613513802569.0,-5.0062082467309643e+20,1.2657831520835695e+21
279,61423543.22478562,-129748033.29055151,-0.11583288429233016,-6.360109818113912e-18,-190.52941127086848,-591.6113463291323,-0.023801764946361274,0.043017006902676826,-29473.14583258973,27438.71118711418,-3.5067403726050768,-46.5456631481603,49235857.91308676,-61160547.77405871,-68394.8233808567,-102014.6718759358,832014374819.3518,-249979722769.9952,-117454675.29717553,-133922972.3313777,-1157052891617132.8,-440758231958079.1,-238175599716.45682,-490901009008.07684,5.5791757885879635e+17,-7.170539635559552e+17,-729277877657417.5,605567464402248.6,-4.055160490415501e+20,1.3767898728876302e+20
280,220832755.81515828,-373721642.1120981,-0.23504398944139196,4.834958906992537e-17,-302.58717779733576,-1166.4412800729951,-0.0019770400266037116,0.08919661460943223,-28093.0539900227,-60615.14647774806,31.824580799617852,-6.435586118645355,-123133804.60262448,-294300472.05811137,85545.42545582504,-66160.47430991991,-1087833764072.6924,-349800296844.9253,184298962.24440318,269933743.3606463,237159530101727.44,254035250317889.12,275552139560.7845,1011018662404.2742,6.970101262569921e+17,-6.570507067791781e+17,1599408870360391.2,-1894467014376193.0,5.922095625891444e+20,-1.2564796986655284e+21
281,170029687.3895179,-434827364.9615094,-0.23504024047967756,-1.6798710121264356e-17,-154.06827997004487,-1115.1962094070964,0.009566252696206609,0.14136936253761773,45297.665036694394,-33361.089982754114,22.933736164565122,19.03278236436071,1653704.4188137406,-189645206.55210426,-76638.0244383153,117544.2409739297,-735157591198.349,-313496605469.75824,-36653988.72818195,450749229.55592036,679146678362090.2,379590596463878.4,-748225389218.1984,2142712729940.4968,1.5065024636336758e+17,6.194238007173728e+17,-56640910084572.71,1525250451810531.0,6.039703262816076e+20,4.400668852458559e+20
282,158356646.983784,-443471930.8162705,-0.23505139105634124,-9.49552224416212e-18,-203.32681081030233,-1105.2181287201681,0.004713530468271924,0.09674576979524964,24171.57884262722,757.8273976802654,-28.229308602426528,-26.785165717913433,-44191287.47694369,-99274239.18048987,-64456.94053389785,82620.09740097003,-913420583461.7441,-220203376255.29297,-77655990.19068386,98344882.70630121,480084455167794.3,628726818952170.6,-1741935661302.3896,330097145874.74146,-6.402051894569245e+17,7.394854179936658e+17,-119501240054639.98,-408860616649935.44,4.364186725283506e+19,2.301022031401143e+21
283,245261121.59930307,-423728288.0873812,-0.23504609952883232,-7.515820548709407e-18,-231.41363782799235,-1110.1184457661175,-0.0035422121283897913,0.06995722241595616,-24913.395421758803,-2329.533418773856,-55.8472240867789,-68.93911728498409,-193587721.06246623,-138585528.2756847,26847.557377348574,-71337.55493090252,-1193657574948.621,-26384794957.1504,76836036.56812836,180704407.60592577,-30431734740483.63,515902688436245.9,-1067125147621.5961,122801419439.03633,-8.287597467245633e+17,-5.5166132691952416e+17,-770245159569455.6,-1803219842744237.0,-1.8688391206304337e+21,6.052017137202486e+20
284,227546049.85565516,-389307481.5467865,-0.23504233627032833,-1.958686544507012e-17,-234.10972745145475,-1062.3110892481225,-0.003507535467955413,0.10625720396926101,-45525.2633735953,-35061.35854185088,23.548032057857686,-39.839660948514144,-83597444.74575265,-127462070.00618003,53599.37372610097,-84252.16985555849,-1071027668127.3959,-116825633170.39941,105449706.23571754,175312809.9999929,575102791868174.0,-505501134415.155,-656499686938.0217,-925481403925.6714,2.115053123673679e+17,-9.277409657837766e+17,599348135548685.8,-279737115565484.66,-5.548361723609604e+18,-3.5244568088176236e+21
285,154468138.64999807,-387195289.5765957,-0.2350546611365219,3.6673643629797995e-17,-137.9799388447523,-1079.7213185624385,-0.0029981846438232045,0.11395688220481474,40882.36503130168,6550.424401756401,79.99322956294297,53.38811305654024,-25009072.407770533,-175134860.56032032,22913.61423916503,-7961.205886770158,-798787559718.9557,-321908299960.8432,-70988493.8489642,372837979.9460969,436155693146208.25,284645738539396.1,-605746131666.1853,-688234981960.2744,1.3052511935206781e+18,-7.858893464578769e+17,-124465084369456.2,706582470247415.8,2.618536043455382e+21,-6.554354826293222e+20
286,170470999.68667322,-405310573.2026673,-0.23505266682653045,7.985303362255803e-18,-226.65377642809793,-986.0649185470519,-0.0013366288290727966,0.09496760491383012,38121.89073828169,-61840.29100049589,13.161823420780417,-4.1817679160120855,-59083587.12065623,-118084077.43511193,-11752.960221505991,7934.542259717611,-852505129226.0154,159084729897.2651,114587514.72310252,-36512750.699357636,374598449633059.9,42882058177390.58,-20535247188.574345,-1168634045520.217,1.5982907296295775e+18,9.505111063726504e+17,-383270229740150.94,-1859910214961018.0,6.576257565260897e+20,7.123411059401796e+20
287,257407411.04285455,-368485005.7724646,-0.2350381763050142,2.1163012672504727e-17,-376.74546859133915,-1024.2689259196563,0.00791504818895402,0.09773695461306708,-58690.86350168639,8393.249529491974,-18.374962910932236,-26.287183162952985,-264870508.7910849,-124394190.73177093,60401.86893844122,-134454.1775719803,-1251440929130.4712,9134985210.82164,155292902.48752117,33246170.50316825,132056319281819.75,-37182399003421.16,553738601105.6818,-1885309734046.477,-7.782031676553759e+17,3.446655795486149e+17,-830086619129499.8,-2360262329206337.5,4.669244825807316e+19,9.893459065898397e+20
288,163360064.81079718,-416195380.4636673,-0.23504670679389658,1.1876013045807676e-17,-320.6540572726739,-1048.013972866716,-0.0014362621402190323,0.11461030688887104,-25581.076579295623,-4216.347597804921,28.78194299706029,-10.275099243892782,-78767562.21713842,-57735530.76681704,31391.752715663475,-119911.98059577176,-1053649309628.2709,-148671604146.18393,164793645.71516442,203883209.19474572,78599549787634.1,93976030335315.39,1272696415607.866,-1126957863263.801,-3.213306074674896e+17,3.133195579032565e+17,-61351230648377.44,-763408175260803.1,-1.1098706209974254e+21,8.562124906299004e+20
289,157926607.87742352,-376272512.3791147,-0.235055915005291,-8.991562750217854e-18,-263.45479736356054,-1013.2941200024661,-0.0005247824500573509,0.09511713669851352,60421.0565693955,-12015.656488259438,55.476395681874024,-43.90962492617722,35859307.42777799,-176682102.22978783,14909.793798564757,25711.095525463927,-799785783730.3479,75240878310.44696,219425978.44894132,280192092.9872851,550925808007233.3,45327405576330.84,1387479285533.5007,-363984244456.17725,-2.5486973454256448e+17,-3.80454304937667e+17,128922121323500.27,68827800541623.15,8.68716039321461e+20,-7.934674613531526e+20
290,135911854.14568552,-353383096.98645043,-0.23505766512061146,1.571876967477987e-17,-320.2715466778476,-1116.7945327389207,0.006684040097379158,0.08948641479065167,54886.98551764725,-36021.94567789938,14.968437521970234,-52.64760692316368,-169552300.5281433,-23993624.402341783,-21086.942069343768,-77118.07894315351,-849177321238.4545,305951418722.8176,141379663.84130964,170847483.7018979,301549286417105.75,-8136892796987.982,1385773012574.8484,286436335930.43414,-6.667438063380558e+17,1.188564510549182e+17,-504396016911011.6,-370256873438729.94,2.1732923318886035e+19,-1.6366531129598833e+20
291,226082026.6861187,-355874175.5430806,-0.23504420969222514,1.6946940271386507e-17,-347.19544952936496,-1214.4876819822111,-0.008189461254931312,0.08615885750664667,-67873.54628012519,-16389.11828991959,62.87281330652819,-24.410193098929177,-192275438.30568096,12477849.670156728,70665.87659995156,-232668.19920826386,-1198363501626.1987,230036274287.38974,114684122.16903624,131852567.4910094,433820541083046.0,36571900404019.53,845875522626.9708,729105703221.3258,3.6906584148578304e+17,-7.790423609640342e+17,-657549915069678.8,-1406792191823870.8,-9.031417068471292e+20,-1.0064350388506315e+21
292,162857020.46023148,-363432759.1192511,-0.23505931121851106,7.477419959766796e-17,-244.87122626686187,-1125.0833596746763,-0.004666470103916193,0.10186136583554634,37498.20914807684,-32809.2874271374,30.598221674532713,7.444278759341732,-102308675.32761861,-97347965.81408097,-38733.01024776965,-20975.66267229756,-889466169913.369,202039584958.6034,35462879.67992708,257189568.39294648,327332465119082.1,126274595783505.98,238357179311.1283,1760064728624.1719,6.926577619361165e+17,-8.559931486514144e+16,136951759375762.02,-201610516850978.2,2.670208441754868e+20,-1.618035668886065e+20
293,229493163.51050448,-431186939.6351765,-0.23504632110174487,9.66407468351265e-18,-140.1983581649603,-1062.3215994196025,0.01227696388128425,0.11475455555247913,-64554.294784994,23870.40292297645,7.9121299552980044,47.058249767806124,-6371219.207073896,-118149887.58846359,-113565.77466332437,-29758.659327490597,-631595687900.9916,-77636387802.6741,-253491045.962716,599613255.717509,849445672663641.4,485034181986017.75,-569542852130.3373,-163874930751.9534,1.6013343691962478e+18,-7.095593525135795e+17,-675257898544132.0,1074530118796891.2,3.732050527603654e+21,7.493213622396916e+20
294,346009002.1712639,-932202860.0233034,-0.5927190093410393,-2.1101179655436797e-18,-502.81575271982166,-2666.3909024627314,-0.009489744701270399,0.2783802289982279,35576.55981037051,-77154.55585402431,8.340840240012174,-69.82985334283657,252889502.06523737,-486346715.35822415,25963.533950515834,-84847.09313366254,999841539112.4489,-541728139692.2501,-382085.85221682995,191895331.18297794,-811172301351450.4,1012402410898136.4,1277883452795.0,-246249657077.25687,2.6542522520001756e+18,1.0832305817178934e+18,670682394916884.6,-1224617005275841.2,-2.371094092900177e+20,4.46984346210477e+19
295,306570352.4208223,-900621863.9668267,-0.5927035898488611,-5.444734555672151e-17,-545.4806295365014,-2657.3544040437455,0.008646566407365688,0.2589788981314403,52629.22670005773,-11986.626800386026,74.41618289885056,-47.458092098386196,426762508.9949518,-541959750.681157,-92916.71384801297,51289.37652010143,598573813746.0377,-747859119627.5741,-121454834.53681917,431780791.7568062,-561384120883536.06,1217953447754978.2,1094982377576.6259,60931878373.260605,2.5983427175184448e+17,2.2496384753490516e+18,-747458379604492.9,-1727171759140097.8,-3.1443449263712685e+20,1.0235589405153041e+21
296,353317565.4617446,-1013640922.9298517,-0.5927054330848125,1.9141762319857101e-16,-556.8190780033506,-2590.188369817234,0.005638019245688131,0.21146230734596752,3001.438216077704,-169645.57010919787,9.675501700147313,5.794281278024289,225897523.98659006,-501700969.60744476,-220252.7691859019,122251.6066390513,380358504289.11694,-472334390842.6836,48899258.936419934,197562898.63241315,-1046957259103129.9,751097185672233.9,985461915941.6201,737647401613.5938,-1.862624660170891e+18,1.5687216373743703e+18,-934185927362620.0,-1437226838286939.5,-2.086777359573265e+21,5.257532722796041e+20
297,307593413.025481,-944414933.4314737,-0.5927390149220638,1.8895936530384463e-16,-525.2919216596284,-2648.2200911609557,-0.014100877927866377,0.24643410398261076,47434.07283142327,-47957.114793875706,-23.891296467644917,2.44290945984001,8793235.163817646,-560265896.0371512,11317.900539762135,75926.31716847718,656722074037.7507,-756122554254.1742,62286565.313342385,493906912.7291545,-387209547646125.8,868157463252656.4,1369659386488.8853,1069137768185.6521,-1.348017853569415e+18,-1.015556922108632e+18,419402849668375.2,-1222309102406264.8,-1.1714901280890858e+21,-1.0289912154574349e+21
298,294425342.7046421,-997287134.1262671,-0.5927125280643346,1.1887722284704883e-16,-643.764396492661,-2657.763393552543,-0.007974332118843292,0.2842678528010358,-2848.591417316388,59674.50773077631,7.938836734169035,-64.05738083182457,170790687.88078022,-553329663.1927665,-97316.08870255407,-182689.1570600426,445806326004.92255,-1169363401449.0244,-130466931.44875401,339370086.7672436,-245422914045856.16,858636681548113.9,-42216438840.27445,2482293703468.564,-3.664709994868526e+17,-1.2266221447474703e+18,-1281639313390375.2,-1538342065805475.8,9.70180779917331e+20,-1.17549308439077e+21
299,339711237.5313258,-942671400.5117042,-0.5927079489347117,1.414996477008221e-16,-621.6470058647769,-2668.157022194075,-0.005189495244907209,0.2529533652513707,98727.2825231122,-89920.04044827569,57.54946953081464,16.44041269741516,310095801.5985203,-575781622.4738966,-55702.08831380412,49733.56797874716,524312354007.9667,-782211551143.3948,-186685322.41531932,109241670.03260425,-424607390833597.56,938312370702954.4,-793991263527.205,1564249411668.9358,1.7584052732188813e+18,-4.975079610531172e+17,-625290709953880.5,-2598522054789668.0,1.4508317752504128e+20,9.137207466960108e+20
300,384530730.74563307,-922728950.6935083,-0.5927318500980698,8.386766226780211e-18,-607.3293171948224,-2764.0580782943875,-0.010203702177303778,0.24584302211834125,77890.5736969425,-92372.15026335572,14.742960622434078,-89.07806662225195,-50645373.60441392,-571951851.3804775,59120.168417927765,94705.80714658686,504584998546.5599,-611855668364.7184,22055498.521493126,276101069.57661074,-197560101892636.4,826064784940408.1,-1104994185355.4978,902363250078.0028,1.4323715013147075e+18,7.370882125647758e+17,666337042622060.9,-3521632074184529.0,-6.41973496664561e+20,4.2265164918693154e+20
301,326261079.94778764,-931866494.7510965,-0.5927239034063556,6.579119233567116e-17,-558.9831224324273,-2771.552547435393,-0.02603776320654507,0.24584831153991626,-6508.818623588213,939.9846243960393,-7.517099075314844,-49.992818376767346,-21597924.329025883,-435149833.9567957,-87089.91633595612,120080.90351258527,167042457047.11972,-927037552257.2334,143250926.71533883,480915247.4145381,-97664163201832.42,1220652833632696.8,-1494107032801.5132,869251417893.6963,7.694833003385212e+17,2.338012165525804e+18,1083683233374635.9,-690127081170826.4,2.647469799082979e+20,-1.0616504221494769e+21
