turn_idx,B1,A1,B2,A2,B3,A3,B4,A4,B5,A5,B6,A6,B7,A7,B8,A8,B9,A9,B10,A10,B11,A11,B12,A12,B13,A13,B14,A14,B15,A15
124,-1680419215.5613012,5436113657.307298,3.5718549198466234,2.2160535732517305e-19,3457.516570564522,16699.944531828627,-0.05991965738545775,-1.5215016332471678,-409358.5628128762,18337.56420462499,70.83074106765808,394.2965616948823,554530309.2238089,650721351.08617,384779.90917276056,-617470.173032538,-1109829912371.676,379586514651.21155,-1162942428.8663232,-2231529355.2021956,981144153107035.9,-109775765863816.05,2688316991703.579,588803368522.5637,7.655919759240689e+18,-7.824850471393521e+18,243244377908785.8,-2411629880572051.0,-1.00364319589146e+22,2.31754338980244e+21
125,-1806486108.5590873,5244256061.6539955,3.5719296110815573,-2.7837061822795674e-18,3684.17974345617,16792.114231746604,0.01984013251881487,-1.601368632449844,-841947.1689288784,168448.44612616303,-30.778862044812282,-83.99753134899709,-583203378.8635893,1803580291.984404,-451056.7031007918,-149633.39125078853,789763980114.6798,-219961265517.1092,-397361567.82399154,-1832730259.7530885,1005086915770737.0,-2044541223010072.0,767751194769.5354,3706199646220.5967,1.0100641130531949e+19,4.903796601313024e+18,6057679426581537.0,1991591926446996.2,-7.946343645539055e+21,-3.5214907291040855e+20
126,-2109622973.2715528,7156638582.109096,4.76118732801063,-1.547086786895385e-18,4240.040126475713,21831.864473379796,-0.1133396995885517,-2.0960238387770214,-1357932.6043669498,521861.21781001077,84.46752778943903,277.4838494857774,-685652842.9174172,2133054476.9791038,364336.4627844772,-305911.44151839457,71291662484.1874,-68258238325.84108,554726780.9127266,-1313579190.7958114,4227821067637599.0,-2737828776499020.0,3437052867320.248,-2078177173023.2708,9.54757218991452e+18,-1.0930235152800379e+19,-1037705533389005.4,1768136646483443.2,-7.423800499814705e+21,8.52824688721405e+21
127,-2087305005.5729887,7076519980.72177,4.761206606362034,-2.001032277677136e-18,4655.860059254883,21556.366202638616,0.06772156354950784,-1.9224717239849887,-24612.711643976647,382276.67598751676,-332.64984276830603,634.6666557504092,-152186899.35879865,1890258387.5781112,-634958.3765444298,-439234.33278293716,-1381840704043.958,665200610609.4451,1751797940.1745615,-3533624784.956108,3583434594033035.0,-492793226498004.75,2003736962851.9854,2186752256444.3591,1.2848271900004653e+19,4.404941537819045e+18,3250718540313618.0,-1891216767367168.0,-9.34580853534989e+21,-4.3186458797034727e+21
128,-2299124568.526493,7285974243.661471,4.761240896615385,3.2308992563890163e-20,4683.915408881994,21928.59942816723,-0.028665749474783318,-2.13686378928781,-1023874.7967141821,212322.6554874953,300.64380772593984,-189.6453277433424,-37342436.1848574,897110666.8608704,-460682.46177311655,913555.9519319803,-388859840249.3537,2381656341944.525,-1591444557.3903809,-2716325504.2785125,903376599236577.1,-1966272328922884.2,-965780604086.6519,2697198305342.191,2.7387037357234324e+18,1.7158188175406279e+19,7458946139413398.0,6776813705350546.0,-6.388430547976663e+21,3.900081200974216e+21
129,-2362216005.9500074,7308764555.628306,4.7612307205332005,-3.648038504609913e-18,4685.4106238557415,21773.00355023795,0.08060502010085135,-2.2774316354974027,-1565937.7973099912,203507.7722364427,-188.1846084646255,-227.80370102470022,-503417193.3331039,2326945033.274924,-464602.3512568774,478756.1361674738,1508080468462.6335,-779073921393.6882,220624839.40342867,-1278629059.0840678,3804313187864469.0,-2424955139675195.5,-3339354661509.7573,726792791281.6677,-1.5140466380703259e+19,9.927502229385443e+18,8969478678899036.0,1.5391118157002968e+16,-2.202990007449654e+21,-5.148975777464375e+21
130,-2174884329.4754453,7352689480.022257,4.761218950420044,-1.3663934113323609e-18,4536.997760125229,21840.875750367013,0.04597587719515976,-1.940871237890679,-71316.6900006254,349588.03375659615,-348.4870697943455,714.2948540111432,615069668.1738327,2941740667.8640366,-112457.3805126415,-664069.78799714,-462551537912.62634,-1039194822794.906,1575141583.4191458,-3874234819.651392,1504610270659456.8,-3256733193715167.5,-2904202941099.7305,-926788588844.338,-1.8517086463653335e+19,-5.685585922731312e+18,474983309627356.44,1.1255821732430028e+16,4.4648519946830406e+21,4.014267634436595e+20
131,-2170538486.734432,7360494144.638392,4.761216557990766,-6.992195088376355e-20,4392.6553941257525,22268.024010253885,-0.030015259698939263,-1.9960301413111545,-798450.194094775,-4543.715721872199,225.3283762133403,318.22919122954136,-117633871.02180083,1742308791.4671977,136857.46270985945,-715629.5039953646,467274102553.3924,2069709219385.4065,-681817113.7771126,-2655033870.450452,3738358484898800.5,-2971539211730188.0,1441019709109.318,-1446152081896.0474,-3.46016013268971e+18,-1.8475653248423735e+19,-1147602754015252.0,5741572615278325.0,-3.0828877431271693e+21,8.379204214113878e+21
132,-2134053462.0705192,7211483087.8674,4.7611938012321176,1.146091327783724e-19,4405.563410737321,21842.516933443305,0.13180104159608416,-2.2361056614473687,-1719713.44018755,-38837.31059841655,132.58850655570885,-68.94176508472597,-880165751.0610337,2154374448.334656,-659200.4301104852,765853.3880457472,2472334590819.312,2339163231938.6245,694986900.9952033,-1120239404.0947933,4663077741203721.0,-3030117916734547.5,2757886480033.6807,1696044607521.8315,1.060851241140151e+19,-1.2537368830815087e+19,3592399905101585.0,3582514203798059.5,-7.508215824785589e+20,1.6730359707985398e+21
133,-2036926046.8977354,7209260248.900107,4.761161240109763,1.2700873611539385e-18,4511.6521195505065,21763.784970686,-0.06526493156166563,-2.1178549065849284,-613246.3140655123,542778.7069639502,10.778752047809736,304.79586916039995,-749977896.7908719,1944627489.953208,91401.44089347214,758102.8054339677,239211982250.6424,737311872114.7444,55719703.06615847,-3897178218.5545206,3626465592340504.0,-2110453878067158.5,758457348395.9629,2043431255556.9377,1.2239757430886074e+19,5.676141317776016e+18,7808446938153736.0,5647006402534713.0,-5.410303698111807e+21,3.609385408018418e+21
134,-2081336554.3379257,7159857074.785123,4.761152434587946,-5.884162247981061e-18,4300.121468880364,22017.70332816415,-0.17357431543045296,-2.096562330985692,-492758.4643477851,351569.9434869844,221.93375882841767,392.60978660503173,3831494.9485821086,1085494423.1356745,692321.1435946964,-1974.5918200560723,-1550722723855.2566,2091162425353.4731,-1792349359.673113,-3802598169.7561216,4502121387525761.5,-742387740442208.6,-1296827607434.541,-686240009596.6884,8.380316617970235e+17,1.4493944225574255e+19,1.0061643819440368e+16,7259131006811543.0,-8.582068276204145e+21,7.650900439899857e+20
135,-2480272142.4836035,7343852263.427214,4.761111272356718,-6.670773343780215e-19,4469.048167590736,22020.725348658496,0.06552130386977888,-2.088256163094923,-1640878.8948598562,-286890.2118307586,-306.7372294414986,-83.3960183461582,219262037.62551412,1492706089.8017914,-819500.2529254407,-791333.957310517,399835164457.22516,2075172144046.0579,106347552.44595173,-2574104547.6185193,1381850677337217.8,231109375891140.2,-926508827333.705,-1415575259902.731,-1.3550414584148955e+19,8.002459291603462e+18,7298625947247370.0,1.4237781747365158e+16,2.5325567772977723e+21,-7.389414837814082e+21
136,-2374995585.87447,7363099988.887892,4.761192468130983,-6.182910533936599e-18,4775.6818097828345,22060.801019327817,0.05755731680258852,-2.220950040274228,-894562.3784580472,361687.6183054214,59.299522847184804,381.2497478843829,5975536.403934771,2289094556.5570292,-1049336.9919373582,750163.115054135,-317431171010.8266,-1665235273803.135,-27706130.140713006,-3391473529.017234,492517786988826.8,-1966469754555313.0,-636449057365.3805,-2249697343818.781,-1.6644356216348013e+19,-5.60225741943456e+18,3357006070988585.5,1.4025189978891874e+16,3.1554277239669575e+21,6.410321895043074e+21
