Date	Options	A_MRU Level (rad)	B_Top Plate Level (rad)	Rref(m)	Lcoil(m)	I(A)	I FGC(A)	x (mm)	y (mm)	B1 (T)	A1 (T)	B2 (T)	Angle (rad)	B3 (T)	A3 (T)	B4 (T)	A4 (T)	B5 (T)	A5 (T)	B6 (T)	A6 (T)	B7 (T)	A7 (T)	B8 (T)	A8 (T)	B9 (T)	A9 (T)	B10 (T)	A10 (T)	B11 (T)	A11 (T)	B12 (T)	A12 (T)	B13 (T)	A13 (T)	B14 (T)	A14 (T)	B15 (T)	A15 (T)	
20190718_144041	dri rot 	0.000039	-0.000004	1.000000	1.322090	-9.989464	-10.000833	0.000000	0.000000	1.203493e+010	-2.873770e+009	-2.422973e-001	-0.003346	8.528794e+001	1.106686e+003	-2.291950e-002	7.372243e-002	1.547280e+004	4.980086e+004	-1.587218e+001	-4.487440e+001	-5.675584e+007	2.406775e+008	3.863424e+004	6.279695e+004	-1.605965e+011	9.731596e+011	5.472837e+007	2.105877e+008	2.717438e+014	-3.000505e+014	1.219445e+012	-9.896805e+011	-5.645836e+017	1.180236e+018	4.912507e+014	-7.533898e+014	-1.476676e+021	1.837944e+021	
20190718_144042	dri rot 	0.000039	-0.000004	1.000000	1.322090	-9.997471	-10.000833	0.000000	0.000000	1.052260e+010	-4.066107e+009	-2.422928e-001	-0.003342	1.385423e+002	1.017888e+003	-1.100703e-002	8.122958e-002	-9.285784e+003	-3.051090e+003	1.448797e+001	-7.759473e+000	-4.012034e+007	1.798359e+008	-1.106193e+004	2.904751e+003	5.053788e+010	9.858122e+011	2.292268e+007	1.094024e+008	1.604441e+014	-8.192128e+014	6.074065e+011	-1.116577e+012	-1.126668e+018	-7.380482e+017	-3.637208e+014	-9.755283e+014	-1.330075e+021	-2.556891e+021	
20190718_144043	dri rot 	0.000039	-0.000004	1.000000	1.322090	-9.997471	-10.000833	0.000000	0.000000	1.113856e+010	-2.888593e+009	-2.422997e-001	-0.003331	1.763790e+002	9.980401e+002	6.277149e-003	8.869437e-002	-4.151647e+004	-2.764308e+004	-1.098400e+001	-1.576548e+000	1.074746e+007	2.316060e+008	-7.480789e+004	3.791600e+004	6.802031e+011	6.936262e+011	1.744449e+008	1.180328e+008	2.110888e+014	-3.406224e+014	1.227679e+012	-1.112248e+012	-5.940317e+017	-7.957339e+017	-8.452417e+014	-1.175512e+015	1.295427e+020	-7.452618e+020	
20190718_144105	dri rot 	0.000042	-0.000004	1.000000	1.322090	-9.997471	-4.998993	0.000000	0.000000	1.142556e+010	-2.872319e+009	-2.422976e-001	-0.003350	3.259634e+002	9.806670e+002	2.628055e-003	3.337578e-002	4.315444e+004	-7.483979e+004	-4.437557e+001	-1.330408e+002	-9.100028e+007	1.218465e+008	-3.515156e+005	-1.860853e+005	-6.987963e+010	4.412372e+011	8.709043e+008	2.835574e+008	3.246667e+014	-5.149820e+013	-3.344233e+010	6.236140e+011	2.175761e+016	1.840329e+018	-8.514652e+013	4.883561e+013	2.305185e+021	2.234060e+021	
20190718_144109	dri rot 	0.000042	-0.000004	1.000000	1.322090	-5.000805	-4.998993	0.000000	0.000000	6.379393e+009	-5.168066e+008	-1.228371e-001	-0.003301	4.692690e+001	5.603237e+002	-2.595176e-004	2.741422e-002	1.584334e+004	-1.629214e+004	1.883511e+001	-4.984912e+001	6.070477e+007	-3.330754e+007	2.234516e+004	-1.281426e+005	5.792532e+011	-7.146648e+011	5.333550e+006	-3.051070e+007	-4.922215e+013	1.630814e+014	-1.001218e+012	4.029186e+011	6.278362e+017	2.716618e+017	1.215789e+014	-1.553923e+015	3.230909e+021	6.997976e+020	
20190718_144110	dri rot 	0.000042	-0.000004	1.000000	1.322090	-5.000805	-4.998993	0.000000	0.000000	7.199702e+009	-1.834700e+009	-1.228314e-001	-0.003342	3.393890e+001	5.119983e+002	-1.180306e-002	3.951504e-002	1.235838e+004	2.366586e+003	8.607630e+001	8.539554e+000	-1.898166e+006	2.169760e+007	7.003705e+004	-4.503764e+004	-1.421718e+011	-9.336401e+011	9.957256e+007	7.329087e+007	1.140250e+014	6.467824e+013	-1.103145e+012	5.800650e+011	-3.714231e+016	9.139601e+017	1.252776e+015	-1.036850e+015	9.428002e+018	2.000549e+021	
20190718_144111	dri rot 	0.000042	-0.000004	1.000000	1.322090	-4.992797	-4.998993	0.000000	0.000000	6.372434e+009	-4.548552e+009	-1.228258e-001	-0.003306	1.985854e+001	5.426376e+002	2.554272e-003	5.164636e-002	-6.030231e+004	1.173493e+004	7.152933e+000	7.460621e+000	-8.651958e+006	-8.020120e+007	-9.155993e+004	3.174587e+003	-4.746663e+011	-9.573272e+011	-3.953373e+007	3.829206e+008	-6.297478e+013	-1.832267e+014	-2.057241e+012	6.815735e+011	-3.030321e+017	-1.408050e+017	-7.574830e+013	1.206579e+015	-2.652055e+021	-9.282474e+020	
20190718_144112	dri rot 	0.000042	-0.000004	1.000000	1.322090	-5.000805	-4.998993	0.000000	0.000000	5.670229e+009	-6.789294e+008	-1.228317e-001	-0.003331	1.905501e+002	5.421263e+002	-4.213516e-003	3.520124e-002	8.999306e+004	-4.559921e+004	-6.971605e+001	-7.394615e+001	-5.594549e+007	-4.295863e+007	6.025334e+003	-8.035481e+004	-6.100882e+011	-4.500978e+011	-1.475708e+008	8.465336e+007	5.042680e+014	-2.194572e+014	-1.324489e+012	-3.359280e+011	-8.709709e+015	-3.238363e+017	-2.298105e+014	-7.163763e+014	8.054199e+020	-6.542562e+020	
20190718_144113	dri rot 	0.000042	-0.000004	1.000000	1.322090	-4.992797	-4.998993	0.000000	0.000000	6.497042e+009	-1.081710e+009	-1.228282e-001	-0.003357	1.903228e+002	5.964254e+002	6.427670e-003	3.374419e-002	7.540082e+004	-4.303147e+003	1.874231e+000	-4.613773e+001	-5.653110e+007	2.164139e+007	5.708487e+004	-1.177021e+005	-8.468326e+011	-1.674700e+011	4.358500e+007	3.723862e+006	5.632465e+014	-7.943885e+012	-1.437423e+012	-8.939365e+011	1.480137e+017	-1.496689e+017	7.901388e+014	-9.585535e+014	1.556508e+020	1.573950e+020	
20190718_144135	dri rot 	0.000037	-0.000004	1.000000	1.322090	-5.000805	-0.000508	0.000000	0.000000	8.526614e+009	-4.190457e+009	-1.228367e-001	-0.003402	1.525602e+002	6.582188e+002	1.577623e-003	1.092170e-002	7.634026e+004	4.195362e+003	6.737250e+001	-7.121483e+001	8.092742e+007	6.887702e+007	4.736949e+004	-2.831887e+005	-2.051623e+011	-1.039519e+011	-8.703694e+008	4.394184e+008	-7.647507e+014	3.839150e+014	-3.479283e+011	-1.454174e+012	6.618639e+017	-2.094401e+017	1.880913e+015	-1.407925e+015	2.470921e+021	-4.588495e+020	
20190718_144139	dri rot 	0.000037	-0.000004	1.000000	1.322090	0.011876	-0.000508	0.000000	0.000000	2.911831e+009	8.698166e+008	-3.264643e-003	-0.003093	-3.428093e+001	3.723682e+001	-1.980270e-002	1.712267e-002	-8.185876e+003	-3.437099e+004	-8.907639e+000	3.308045e+001	-8.014406e+007	1.141466e+008	7.497319e+004	1.076439e+005	7.090293e+011	4.799214e+011	1.259323e+008	3.045834e+008	-3.478534e+014	1.176681e+014	1.939612e+012	5.516109e+010	-6.351460e+017	2.341487e+017	-9.354384e+013	6.967807e+014	-4.088670e+020	1.227101e+021	
20190718_144140	dri rot 	0.000037	-0.000004	1.000000	1.322090	0.011876	-0.000508	0.000000	0.000000	1.596401e+009	9.754077e+008	-3.275577e-003	-0.002684	8.914674e+000	2.826828e+001	-1.386643e-002	5.627052e-003	2.998249e+004	6.749688e+003	4.246520e+001	-1.185883e+001	5.480417e+006	-5.442865e+007	-8.257862e+004	3.540954e+004	8.864929e+011	-3.438000e+011	5.501019e+007	-5.715651e+007	7.796435e+013	-1.037667e+014	1.027243e+012	8.539839e+011	-2.095766e+017	-3.386008e+017	-6.226480e+014	4.325698e+014	5.974912e+020	6.627219e+020	
20190718_144141	dri rot 	0.000037	-0.000004	1.000000	1.322090	0.011876	-0.000508	0.000000	0.000000	3.056706e+009	7.293126e+008	-3.269543e-003	-0.002907	-5.210845e+000	9.510979e+001	-1.380527e-002	-5.407479e-003	7.073146e+003	-5.421504e+003	1.836476e+001	-1.606720e+001	3.443845e+007	-8.649364e+007	2.036381e+004	-6.636837e+004	9.628937e+011	-5.595292e+011	7.523798e+007	2.143697e+007	-7.598597e+013	-1.088867e+014	1.128514e+012	4.512402e+011	2.782704e+017	-1.875620e+017	-3.913527e+014	-2.686503e+014	1.252074e+020	6.193223e+020	
20190718_144142	dri rot 	0.000037	-0.000004	1.000000	1.322090	0.011876	-0.000508	0.000000	0.000000	3.297792e+009	1.539387e+009	-3.262962e-003	-0.003191	-3.189183e+001	1.185174e+002	3.256523e-003	-1.877551e-002	3.776581e+004	3.343127e+004	-4.792302e+001	-1.173982e+001	2.509359e+006	1.015880e+008	7.749683e+004	-4.340077e+004	3.463970e+011	-6.690378e+011	3.332957e+007	-5.852562e+007	-2.216100e+013	4.484270e+014	1.156404e+012	9.443111e+011	6.343343e+017	5.837187e+017	1.315485e+015	-2.253247e+014	-1.386068e+021	1.711686e+021	
20190718_144143	dri rot 	0.000037	-0.000004	1.000000	1.322090	0.003869	-0.000508	0.000000	0.000000	3.634585e+009	-1.357791e+009	-3.268302e-003	0.000468	-1.655808e+002	2.159783e+001	-1.326114e-002	3.655483e-002	-4.366640e+004	-3.915708e+004	-6.291454e+000	3.355065e+001	-8.177528e+007	-2.997078e+007	-6.754735e+004	1.059384e+005	-5.407270e+011	-1.089523e+012	-2.151032e+008	2.918900e+008	-7.159951e+014	-2.139269e+014	1.563998e+011	2.310872e+012	-8.641142e+017	-6.907364e+017	-1.416582e+015	1.745373e+015	-2.715249e+021	-2.051989e+021	
