Date	Options	A_MRU Level (rad)	B_Top Plate Level (rad)	Rref(m)	Lcoil(m)	I(A)	I FGC(A)	x (mm)	y (mm)	B1 (T)	A1 (T)	B2 (T)	Angle (rad)	B3 (T)	A3 (T)	B4 (T)	A4 (T)	B5 (T)	A5 (T)	B6 (T)	A6 (T)	B7 (T)	A7 (T)	B8 (T)	A8 (T)	B9 (T)	A9 (T)	B10 (T)	A10 (T)	B11 (T)	A11 (T)	B12 (T)	A12 (T)	B13 (T)	A13 (T)	B14 (T)	A14 (T)	B15 (T)	A15 (T)	
20190718_143311	dri rot 	0.000038	-0.000003	1.000000	1.322090	-5.000805	-5.002437	0.000000	0.000000	3.281851e+009	1.005191e+008	-1.160726e-001	-0.003338	1.448342e+002	5.897092e+002	6.252805e-003	3.486154e-002	5.481163e+004	2.814722e+004	-3.679123e+001	-1.979852e+001	-7.592730e+007	1.287554e+008	5.684257e+004	-9.373208e+004	-8.119595e+011	3.232727e+011	-7.414434e+007	-3.286454e+008	6.091244e+014	1.035003e+014	7.551121e+011	-2.187934e+012	1.586169e+017	5.298737e+017	2.350605e+014	-2.816627e+015	6.026195e+020	-3.616903e+020	
20190718_143333	dri rot 	0.000042	-0.000003	1.000000	1.322090	-4.992797	-10.000703	0.000000	0.000000	3.680591e+009	-9.834103e+008	-1.160817e-001	-0.003285	1.909408e+002	5.928816e+002	-2.385641e-002	4.311645e-002	2.954087e+004	-2.750238e+004	-3.516642e+000	-4.666899e+001	-4.936537e+007	6.132351e+007	-6.861128e+004	-1.023334e+005	-8.346185e+011	2.507826e+011	-1.178957e+008	-1.344195e+008	1.161379e+015	4.423691e+014	-2.392375e+011	-4.930525e+011	-5.603469e+017	7.202253e+017	-7.329923e+014	6.086941e+014	4.139033e+020	-1.181784e+020	
20190718_143337	dri rot 	0.000042	-0.000003	1.000000	1.322090	-9.997471	-10.000703	0.000000	0.000000	1.135505e+010	-1.943715e+009	-2.355489e-001	-0.003324	3.032414e+002	1.168946e+003	-1.980990e-003	8.940249e-002	2.815851e+004	6.075473e+004	3.190885e+001	-6.453059e+000	1.234651e+008	2.950786e+008	8.581252e+004	-6.636960e+004	1.091254e+012	3.508730e+011	1.849926e+008	2.709358e+008	-2.380509e+014	-2.549759e+014	2.767936e+011	1.015456e+012	-7.000531e+017	6.599630e+017	1.607535e+015	-1.904226e+015	-6.573272e+020	1.231743e+021	
20190718_143338	dri rot 	0.000042	-0.000003	1.000000	1.322090	-9.981456	-10.000703	0.000000	0.000000	1.172008e+010	-4.020806e+009	-2.355452e-001	-0.003308	1.544034e+002	1.117591e+003	9.589309e-003	1.416955e-001	-4.540184e+004	3.343853e+004	2.299479e+001	1.908292e+001	-1.654842e+006	1.901479e+008	-7.687607e+004	1.179145e+005	7.374706e+011	3.144634e+011	-3.677971e+007	4.524307e+008	-6.816896e+014	-3.809872e+014	-7.514519e+011	2.152156e+012	-1.513333e+017	-6.221425e+017	-5.687814e+013	1.533065e+015	-5.844187e+020	-4.718368e+020	
20190718_143339	dri rot 	0.000042	-0.000003	1.000000	1.322090	-9.997471	-10.000703	0.000000	0.000000	1.169473e+010	-4.405461e+009	-2.355563e-001	-0.003308	2.037677e+002	1.107592e+003	4.725079e-003	9.696902e-002	-2.422736e+004	-7.592480e+002	-2.830448e+001	-2.685582e+001	4.431006e+007	9.953659e+007	-6.465757e+004	8.288047e+004	9.162908e+011	2.208736e+011	-7.794315e+007	9.871335e+007	-4.818919e+014	-6.310576e+014	-1.749585e+012	3.316002e+011	6.429957e+017	-7.427583e+017	-1.201280e+014	-4.109503e+014	7.068885e+019	-2.312144e+021	
20190718_143340	dri rot 	0.000042	-0.000003	1.000000	1.322090	-9.989464	-10.000703	0.000000	0.000000	1.278656e+010	-2.307452e+009	-2.355510e-001	-0.003348	2.319148e+002	1.112502e+003	-3.549898e-003	7.011869e-002	2.497095e+004	2.334689e+003	-5.599617e+001	-6.912116e+001	1.941032e+008	1.389497e+008	2.693041e+004	-7.156184e+004	1.197403e+012	2.644064e+010	7.712706e+007	1.813762e+008	3.053093e+013	-5.178270e+014	-1.071814e+012	1.233730e+011	8.324219e+017	5.540596e+017	-7.742523e+014	-1.812429e+015	1.906530e+021	-5.134232e+020	
20190718_143341	dri rot 	0.000042	-0.000003	1.000000	1.322090	-9.989464	-10.000703	0.000000	0.000000	1.178576e+010	-2.075307e+009	-2.355473e-001	-0.003336	2.346165e+002	1.064592e+003	-3.514917e-003	1.065025e-001	4.563064e+004	3.514185e+004	2.360994e+001	-3.994556e+001	8.382119e+007	1.277985e+008	5.376591e+004	-8.451750e+004	1.074390e+012	1.171679e+011	1.058470e+008	1.759640e+008	-5.772470e+014	5.234528e+011	-6.594136e+011	-9.295312e+011	-2.124047e+017	9.318271e+017	6.024076e+014	-2.811903e+014	-1.712846e+020	3.538370e+021	
20190718_143403	dri rot 	0.000040	-0.000004	1.000000	1.322090	-9.981456	-24.998272	0.000000	0.000000	1.266692e+010	-2.754645e+009	-2.355513e-001	-0.003355	1.405034e+002	1.064603e+003	1.230608e-002	1.150193e-001	6.470303e+004	-2.392612e+004	7.933720e+000	4.718290e+001	6.390079e+006	1.184630e+008	-1.139226e+005	-2.984996e+004	6.335786e+011	7.786569e+010	-2.544217e+008	6.018551e+008	-8.526265e+014	-4.868187e+014	-5.720521e+011	-1.645786e+011	-1.608352e+018	7.127327e+017	-6.786794e+014	1.080057e+015	-3.708613e+021	-9.405746e+020	
20190718_143407	dri rot 	0.000040	-0.000004	1.000000	1.322090	-24.995478	-24.998272	0.000000	0.000000	2.480841e+010	-8.994652e+009	-5.939923e-001	-0.003317	5.039057e+002	2.672117e+003	-9.509744e-003	2.790228e-001	-3.565787e+004	7.733297e+004	8.362054e+000	-7.001506e+001	-2.535517e+008	4.876402e+008	2.604340e+004	-8.511371e+004	-1.002966e+012	5.434499e+011	-3.787438e+005	1.926109e+008	8.141685e+014	-1.016200e+015	1.283495e+012	-2.473699e+011	-2.665959e+018	-1.087905e+018	6.740744e+014	-1.230913e+015	2.402608e+020	-3.303974e+019	
20190718_143408	dri rot 	0.000040	-0.000004	1.000000	1.322090	-24.995478	-24.998272	0.000000	0.000000	2.349227e+010	-9.250981e+009	-5.939768e-001	-0.003323	5.466623e+002	2.663061e+003	8.668288e-003	2.595765e-001	-5.275058e+004	1.201479e+004	7.461283e+001	-4.758485e+001	-4.278848e+008	5.434035e+008	-9.320716e+004	5.145205e+004	-6.004345e+011	7.502183e+011	-1.218970e+008	4.333936e+008	5.634433e+014	-1.222510e+015	1.099799e+012	6.116751e+010	-2.610519e+017	-2.259522e+018	-7.513470e+014	-1.735992e+015	3.668239e+020	-1.011808e+021	
20190718_143409	dri rot 	0.000040	-0.000004	1.000000	1.322090	-24.979463	-24.998272	0.000000	0.000000	2.658235e+010	-1.024437e+010	-5.939787e-001	-0.003339	5.580248e+002	2.595751e+003	5.652484e-003	2.119503e-001	-3.006529e+003	1.700371e+005	9.701192e+000	5.809551e+000	-2.264879e+008	5.030346e+008	-2.209413e+005	1.226393e+005	-3.815409e+011	4.738246e+011	4.908643e+007	1.982983e+008	1.050840e+015	-7.539270e+014	9.898166e+011	7.408616e+011	1.870762e+018	-1.575681e+018	-9.390207e+014	-1.444555e+015	2.121252e+021	-4.229781e+020	
20190718_143410	dri rot 	0.000040	-0.000004	1.000000	1.322090	-24.987471	-24.998272	0.000000	0.000000	2.439631e+010	-9.981868e+009	-5.940123e-001	-0.003325	5.264301e+002	2.653907e+003	-1.413174e-002	2.470029e-001	-4.754306e+004	4.806827e+004	-2.395459e+001	2.449718e+000	-8.807165e+006	5.617512e+008	1.135485e+004	7.616430e+004	-6.587651e+011	7.585090e+011	6.253086e+007	4.957470e+008	3.886289e+014	-8.714050e+014	1.375714e+012	1.073798e+012	1.353979e+018	1.019977e+018	4.215084e+014	-1.228584e+015	1.124569e+021	1.091570e+021	
20190718_143411	dri rot 	0.000040	-0.000004	1.000000	1.322090	-24.987471	-24.998272	0.000000	0.000000	2.524058e+010	-1.115583e+010	-5.939858e-001	-0.003325	6.451571e+002	2.663470e+003	-7.990792e-003	2.849240e-001	2.854521e+003	-5.981225e+004	7.959005e+000	-6.422727e+001	-1.712341e+008	5.547993e+008	-9.762477e+004	-1.832603e+005	-4.471783e+011	1.173041e+012	-1.309450e+008	3.406387e+008	2.463141e+014	-8.618452e+014	-4.232898e+010	2.493210e+012	3.681228e+017	1.232003e+018	-1.288258e+015	-1.546177e+015	-1.032733e+021	1.131528e+021	
20190718_143433	dri rot 	0.000031	-0.000003	1.000000	1.322090	-24.995478	-49.998016	0.000000	0.000000	2.449653e+010	-8.987713e+009	-5.939871e-001	-0.003335	6.409611e+002	2.771557e+003	1.421122e-002	2.201694e-001	-5.848637e+002	7.627641e+004	4.900999e+001	-1.763583e+001	-2.026343e+008	5.953102e+008	-1.122210e+005	-1.037031e+005	-4.259296e+011	5.356027e+011	-2.993819e+008	2.743807e+008	4.487917e+014	-5.439902e+014	-4.077280e+011	3.693069e+011	-1.859264e+017	-7.297799e+017	-4.502659e+015	-2.314980e+015	-3.258561e+021	-2.203464e+021	
20190718_143437	dri rot 	0.000031	-0.000003	1.000000	1.322090	-50.010844	-49.998016	0.000000	0.000000	4.692899e+010	-1.819065e+010	-1.191324e+000	-0.003326	1.209424e+003	5.377774e+003	-7.724733e-002	4.860918e-001	-1.152451e+002	-2.749601e+004	-1.212790e+002	-1.891121e+002	-3.378829e+008	7.579025e+008	1.982225e+004	6.192138e+004	-7.955085e+011	-1.382747e+011	5.832759e+007	8.046852e+008	1.575076e+015	-1.890073e+015	-8.866767e+011	8.005536e+011	-4.423999e+018	-1.802855e+018	-3.650999e+014	-5.016858e+015	1.538008e+021	9.653771e+020	
20190718_143438	dri rot 	0.000031	-0.000003	1.000000	1.322090	-49.994829	-49.998016	0.000000	0.000000	4.760963e+010	-1.778258e+010	-1.191317e+000	-0.003334	1.256463e+003	5.387461e+003	-8.945938e-003	4.793442e-001	-1.542472e+005	2.373342e+005	5.872417e+001	2.636179e+001	-6.725880e+008	7.800140e+008	-1.712971e+005	5.943317e+004	-5.721587e+011	-1.997941e+011	1.571137e+008	2.458878e+008	1.641181e+015	-1.060384e+015	-1.893707e+012	-4.066152e+011	-1.483397e+018	-4.718421e+018	6.644849e+014	-2.517147e+015	7.768120e+020	1.650488e+021	
20190718_143440	dri rot 	0.000031	-0.000003	1.000000	1.322090	-50.002836	-49.998016	0.000000	0.000000	4.748316e+010	-1.894466e+010	-1.191354e+000	-0.003332	1.128626e+003	5.371763e+003	-5.730662e-003	5.158409e-001	-2.592962e+005	3.233825e+005	1.600183e+002	-9.209787e+000	-2.963657e+008	9.717813e+008	-3.283719e+005	-9.476853e+004	-7.097808e+011	-4.731075e+011	-3.460151e+008	8.942192e+008	3.031149e+014	-1.755764e+015	-8.843909e+011	-9.769825e+011	1.971837e+018	-2.445989e+018	9.445111e+013	1.098830e+014	6.031445e+019	2.376333e+021	
20190718_143441	dri rot 	0.000031	-0.000003	1.000000	1.322090	-49.986821	-49.998016	0.000000	0.000000	4.839299e+010	-1.859223e+010	-1.191341e+000	-0.003324	1.112922e+003	5.518897e+003	-4.827343e-002	4.584931e-001	-5.149546e+004	1.116578e+004	5.963390e+000	-1.454141e+002	-1.803024e+008	8.004353e+008	-1.293076e+005	1.620180e+005	-6.479591e+011	3.574553e+011	5.084788e+007	7.529634e+008	1.055313e+015	-1.646803e+015	-1.331628e+011	-8.873468e+011	2.297979e+018	8.642817e+017	-2.743926e+015	1.097358e+014	-2.059270e+021	-2.005920e+020	
20190718_143442	dri rot 	0.000031	-0.000003	1.000000	1.322090	-49.994829	-49.998016	0.000000	0.000000	5.076964e+010	-1.741975e+010	-1.191315e+000	-0.003329	1.138904e+003	5.480143e+003	-3.302516e-002	4.683246e-001	-1.302613e+005	1.253006e+005	-5.628069e+001	-6.284145e+001	-4.378431e+008	8.436724e+008	1.049913e+005	-1.468541e+005	-2.744348e+011	6.617930e+011	-9.653015e+007	-1.992477e+007	8.465953e+014	-1.440725e+015	7.130890e+010	-1.748668e+012	-1.863240e+017	3.100372e+018	-3.068767e+015	-2.603965e+015	2.768010e+021	-2.089659e+021	
20190718_143503	dri rot 	0.000041	-0.000003	1.000000	1.322090	-49.994829	-74.999283	0.000000	0.000000	4.834222e+010	-1.793881e+010	-1.191369e+000	-0.003331	1.093863e+003	5.476014e+003	4.538079e-004	5.321547e-001	-1.373349e+005	1.973007e+005	5.718997e+001	-8.473433e+001	-4.248403e+007	1.060332e+009	-3.134743e+005	-3.186693e+005	-5.712550e+011	-9.559114e+010	-6.845299e+008	5.791672e+008	1.788631e+014	-2.440125e+015	7.352646e+011	5.757653e+010	-5.327936e+018	2.046056e+018	-1.978023e+015	-1.237698e+015	-1.563897e+021	1.147199e+021	
20190718_143506	dri rot 	0.000041	-0.000003	1.000000	1.322090	-74.994184	-74.999283	0.000000	0.000000	7.261218e+010	-3.181236e+010	-1.788579e+000	-0.003331	1.925934e+003	8.204953e+003	-8.401608e-003	6.916862e-001	-7.847817e+004	-5.392762e+004	6.791633e+000	-1.535801e+002	1.798383e+008	7.856721e+008	-5.179711e+005	3.762889e+005	2.096403e+011	1.018871e+012	1.678641e+008	1.057147e+009	-4.755301e+014	-8.381611e+014	1.829939e+012	3.748813e+011	-6.407978e+018	4.199888e+018	-1.827847e+015	-3.557473e+015	-3.734231e+021	6.306924e+020	
20190718_143508	dri rot 	0.000041	-0.000003	1.000000	1.322090	-74.994184	-74.999283	0.000000	0.000000	7.165283e+010	-3.101677e+010	-1.788565e+000	-0.003329	1.920137e+003	8.186784e+003	-7.322454e-002	7.365448e-001	-1.607848e+005	-2.117640e+004	3.888433e+001	-1.459518e+002	-6.855701e+007	7.098367e+008	2.667766e+005	2.528895e+005	6.927542e+011	8.191276e+011	-5.096936e+008	7.179238e+008	-1.901945e+014	-6.899808e+014	6.652083e+011	6.356544e+011	-7.797763e+018	-2.426608e+018	-1.953445e+015	-3.921138e+015	-1.074280e+021	-1.430015e+021	
20190718_143509	dri rot 	0.000041	-0.000003	1.000000	1.322090	-75.002192	-74.999283	0.000000	0.000000	7.497326e+010	-3.128546e+010	-1.788590e+000	-0.003326	1.946619e+003	8.092845e+003	-5.345391e-002	8.212768e-001	-3.708570e+005	2.841227e+005	1.802196e+002	-1.477170e+002	1.877885e+008	5.084382e+008	2.316353e+004	-4.901016e+005	1.111837e+012	8.600257e+010	9.472168e+007	8.862163e+008	-5.274158e+013	-3.115673e+014	-3.260298e+010	6.652349e+010	-1.877608e+018	-6.156576e+018	8.307048e+014	-4.153109e+015	2.514129e+020	2.797473e+021	
20190718_143510	dri rot 	0.000041	-0.000003	1.000000	1.322090	-75.002192	-74.999283	0.000000	0.000000	7.086837e+010	-3.193517e+010	-1.788557e+000	-0.003331	1.988816e+003	7.999327e+003	1.868851e-002	7.621364e-001	-9.311773e+004	-8.843456e+002	8.923697e+001	-1.081191e+002	1.280130e+008	7.452839e+008	-3.789060e+005	-1.209867e+005	8.002104e+011	5.371329e+011	2.811264e+008	8.877415e+008	5.436166e+013	1.523459e+014	-5.937772e+010	1.096751e+010	2.792953e+018	-4.145573e+018	-4.352793e+014	6.470419e+014	-3.824767e+021	1.342387e+021	
20190718_143511	dri rot 	0.000041	-0.000003	1.000000	1.322090	-74.994184	-74.999283	0.000000	0.000000	7.649689e+010	-3.251474e+010	-1.788580e+000	-0.003327	1.946494e+003	8.127165e+003	-2.938984e-002	7.135583e-001	-2.080411e+005	1.556543e+005	-8.064605e+001	-1.984215e+002	-2.316685e+008	4.675971e+008	-7.408567e+004	6.107867e+005	1.281162e+012	8.186777e+011	-1.874548e+008	1.138953e+009	1.316497e+014	3.455358e+014	8.514818e+011	1.017791e+011	3.430453e+018	2.548703e+018	-3.264866e+015	5.468370e+014	-2.456997e+021	2.953347e+021	
20190718_143534	dri rot 	0.000040	-0.000003	1.000000	1.322090	-74.994184	-99.999550	0.000000	0.000000	7.554733e+010	-2.782630e+010	-1.788584e+000	-0.003334	2.049738e+003	7.901623e+003	-4.120441e-002	7.139140e-001	-1.459313e+005	8.177733e+004	-1.644896e+001	-1.184815e+002	-5.410971e+008	5.597909e+008	-6.072634e+002	-3.538876e+005	1.073426e+012	-5.042017e+011	4.687590e+008	6.439379e+008	2.433718e+015	-1.508461e+014	1.370943e+012	5.297117e+010	-8.400744e+018	8.193772e+017	6.356202e+014	1.358008e+015	-5.080900e+021	1.133213e+021	
20190718_143538	dri rot 	0.000040	-0.000003	1.000000	1.322090	-99.993545	-99.999550	0.000000	0.000000	9.687633e+010	-3.411447e+010	-2.385635e+000	-0.003334	2.515935e+003	1.068811e+004	-1.154956e-002	9.289640e-001	-4.119409e+005	1.590373e+005	3.371341e+001	-2.305841e+002	-6.863768e+008	8.677444e+008	-7.123105e+005	2.421424e+005	1.723409e+012	-3.771131e+011	1.522430e+007	1.317694e+009	2.103620e+015	6.565415e+014	1.767085e+012	2.282333e+012	-6.214760e+018	4.227562e+018	-5.433525e+015	-9.129047e+015	1.418202e+021	-2.209113e+021	
20190718_143539	dri rot 	0.000040	-0.000003	1.000000	1.322090	-99.993545	-99.999550	0.000000	0.000000	9.495713e+010	-3.528773e+010	-2.385658e+000	-0.003327	2.554095e+003	1.084038e+004	-1.586222e-001	9.154862e-001	-3.816713e+005	2.599204e+005	1.014736e+002	-3.905819e+002	-7.224657e+008	7.329991e+008	3.313280e+005	5.123888e+005	9.379585e+011	-1.946419e+012	-1.882700e+008	7.610479e+008	2.259078e+015	7.455972e+014	4.189946e+011	3.496010e+012	-8.267231e+018	-1.164503e+018	8.758815e+013	-5.456782e+015	1.862863e+021	4.013481e+021	
20190718_143540	dri rot 	0.000040	-0.000003	1.000000	1.322090	-99.993545	-99.999550	0.000000	0.000000	9.270991e+010	-3.778262e+010	-2.385585e+000	-0.003326	2.307165e+003	1.082689e+004	-1.042141e-001	1.083936e+000	-1.536865e+005	2.928322e+004	7.007984e+001	3.230564e+001	-9.510589e+008	3.055264e+008	2.025610e+003	-1.183120e+005	-2.517253e+011	-6.591341e+011	-3.709307e+008	7.417456e+008	1.342436e+015	2.219176e+014	-4.488859e+011	2.301530e+012	-3.948744e+018	-8.939199e+018	-7.243717e+014	-1.609556e+015	3.216105e+020	2.308744e+021	
20190718_143541	dri rot 	0.000040	-0.000003	1.000000	1.322090	-99.985538	-99.999550	0.000000	0.000000	8.894213e+010	-3.807322e+010	-2.385646e+000	-0.003327	2.540865e+003	1.067540e+004	-1.689144e-002	9.540780e-001	-4.071956e+005	2.361007e+005	5.587954e+001	-2.039446e+002	-1.009272e+009	7.571773e+008	-8.118676e+005	-8.615294e+004	1.299254e+012	-7.443346e+011	1.208519e+008	1.098642e+009	2.225673e+015	-1.371695e+015	-2.126002e+011	-4.627990e+011	5.942236e+018	-4.850680e+018	-1.115088e+015	-4.211743e+015	6.175036e+020	3.505749e+021	
20190718_143542	dri rot 	0.000040	-0.000003	1.000000	1.322090	-99.985538	-99.999550	0.000000	0.000000	9.075749e+010	-3.876724e+010	-2.385560e+000	-0.003333	2.358088e+003	1.071226e+004	-1.415002e-001	9.412322e-001	9.750394e+004	1.818339e+005	2.928777e+002	-9.795943e+001	-8.076149e+008	1.022239e+009	2.242807e+005	4.405755e+005	-9.944263e+011	-7.932788e+011	-3.443238e+008	1.394046e+009	1.747712e+015	-7.631695e+014	1.007367e+011	-1.410685e+011	5.746668e+017	8.841064e+018	-3.349718e+015	-4.374603e+015	-1.265428e+021	-1.285043e+021	
20190718_143604	dri rot 	0.000044	-0.000003	1.000000	1.322090	-99.993545	-124.993828	0.000000	0.000000	9.789533e+010	-4.256596e+010	-2.385629e+000	-0.003327	2.459174e+003	1.069728e+004	-1.620495e-001	8.677876e-001	-1.582230e+005	-2.804374e+003	2.324302e+002	-9.421079e+001	-8.573208e+008	1.431217e+009	-2.601071e+005	8.420796e+005	-4.180745e+011	5.484622e+011	-6.212644e+008	9.917274e+008	1.270022e+015	-2.738692e+015	3.110707e+012	-3.303370e+012	-6.366454e+018	9.659675e+017	6.631396e+015	-3.744047e+015	-5.064639e+021	5.367594e+021	
20190718_143608	dri rot 	0.000044	-0.000003	1.000000	1.322090	-125.000921	-124.993828	0.000000	0.000000	1.147683e+011	-5.094136e+010	-2.982389e+000	-0.003328	3.122865e+003	1.345365e+004	-3.490086e-003	1.256286e+000	-6.580152e+005	1.768041e+005	2.195655e+001	-2.960310e+002	-9.906664e+007	1.734312e+009	-5.074989e+005	3.559278e+005	-3.267430e+011	1.065129e+010	-1.157289e+008	1.097805e+009	1.226011e+015	-2.091093e+015	-8.169383e+011	2.252720e+012	-8.683200e+018	6.361940e+018	-6.221236e+015	-7.649686e+015	-2.178839e+021	-3.062016e+021	
20190718_143609	dri rot 	0.000044	-0.000003	1.000000	1.322090	-124.984906	-124.993828	0.000000	0.000000	1.172670e+011	-5.086853e+010	-2.982424e+000	-0.003332	3.175140e+003	1.342099e+004	-1.048551e-001	1.142420e+000	3.444059e+004	1.994712e+005	3.139450e+002	-3.414510e+002	5.444361e+007	1.493543e+009	-1.021698e+005	4.948913e+005	-6.485352e+011	2.599337e+011	-4.502481e+008	1.991358e+009	-3.314908e+014	-2.094317e+015	-1.092532e+012	1.699831e+012	-9.319597e+018	-2.928546e+018	-1.684018e+015	-8.004202e+015	2.170969e+021	-2.736951e+021	
20190718_143610	dri rot 	0.000044	-0.000003	1.000000	1.322090	-125.000921	-124.993828	0.000000	0.000000	1.165715e+011	-5.469116e+010	-2.982440e+000	-0.003335	3.190751e+003	1.354791e+004	-7.199365e-002	1.247596e+000	-4.800033e+005	2.232295e+005	-5.863788e+001	5.136093e+001	1.459131e+007	1.048930e+009	-1.668705e+005	-2.783274e+005	4.159326e+011	1.274050e+012	4.365250e+008	2.107916e+009	-1.495230e+013	-2.918242e+015	-6.906667e+011	7.405094e+011	-2.890768e+018	-7.971687e+018	5.135650e+015	-4.922603e+015	-6.310637e+021	4.470141e+021	
20190718_143611	dri rot 	0.000044	-0.000003	1.000000	1.322090	-124.976898	-124.993828	0.000000	0.000000	1.210872e+011	-5.057767e+010	-2.982362e+000	-0.003336	3.078831e+003	1.346183e+004	-8.821300e-002	1.258732e+000	-9.005616e+005	-7.419800e+004	1.851934e+002	1.843342e+002	-5.137908e+008	1.212081e+009	-1.359135e+005	-1.122683e+005	1.506715e+012	1.403838e+012	-1.860084e+008	4.652258e+008	2.027138e+015	-1.134158e+015	-2.478386e+012	4.551921e+011	6.649903e+018	-7.593245e+018	2.498486e+014	-2.214735e+015	-6.031512e+021	1.738753e+021	
20190718_143612	dri rot 	0.000044	-0.000003	1.000000	1.322090	-124.992913	-124.993828	0.000000	0.000000	1.202707e+011	-5.161397e+010	-2.982432e+000	-0.003333	3.111046e+003	1.333875e+004	-6.642944e-002	1.105992e+000	3.244146e+004	3.378364e+005	4.450888e+002	-3.580095e+002	1.620001e+007	1.451890e+009	-2.918085e+005	2.373578e+005	3.036968e+011	-3.139553e+010	-6.869102e+008	1.629026e+009	6.867998e+014	-6.920665e+014	-3.231553e+011	-1.382054e+012	9.127415e+018	3.332266e+018	-6.196976e+015	1.012097e+014	-2.495135e+021	-4.541778e+020	
20190718_143634	dri rot 	0.000037	-0.000004	1.000000	1.322090	-124.984906	-149.996475	0.000000	0.000000	1.173295e+011	-5.045768e+010	-2.982413e+000	-0.003333	3.334856e+003	1.345129e+004	-1.193252e-001	1.213393e+000	-4.790002e+004	2.909229e+005	-9.688986e+001	-2.395519e+002	-6.284644e+008	1.391389e+009	3.916516e+005	-5.703693e+005	9.682014e+011	9.054218e+010	-3.373877e+008	2.107690e+009	7.814429e+014	-3.042965e+014	-2.462937e+012	-6.359702e+011	-7.474631e+018	7.425769e+018	5.979823e+015	7.244734e+015	-9.773071e+021	4.829253e+021	
20190718_143638	dri rot 	0.000037	-0.000004	1.000000	1.322090	-150.008304	-149.996475	0.000000	0.000000	1.333874e+011	-5.810349e+010	-3.578912e+000	-0.003333	3.579907e+003	1.601643e+004	-5.615222e-002	1.485123e+000	-6.361779e+004	2.875890e+005	9.845993e+001	-2.389255e+002	-1.070570e+009	1.808797e+009	-3.801965e+005	-6.023080e+005	-2.535287e+011	-1.336509e+012	1.502484e+008	2.302251e+009	3.541616e+015	-1.931682e+015	4.145346e+012	5.968704e+011	-1.100202e+019	7.397285e+018	-6.773817e+015	-1.158187e+016	6.196569e+021	3.768543e+021	
20190718_143639	dri rot 	0.000037	-0.000004	1.000000	1.322090	-149.992289	-149.996475	0.000000	0.000000	1.358798e+011	-6.131116e+010	-3.578809e+000	-0.003328	3.081506e+003	1.632515e+004	-1.445208e-002	1.378486e+000	-1.004597e+005	4.096496e+005	1.352996e+002	-2.406638e+002	-7.591472e+008	1.078076e+009	-8.318543e+005	8.188953e+005	-9.023815e+011	-5.027912e+011	5.365906e+008	1.566604e+009	4.103498e+015	-1.675720e+015	2.732602e+012	4.158934e+012	-1.233558e+019	-3.061167e+018	2.265415e+014	-9.156490e+015	-1.188506e+021	5.068630e+021	
20190718_143640	dri rot 	0.000037	-0.000004	1.000000	1.322090	-150.000296	-149.996475	0.000000	0.000000	1.343738e+011	-5.619188e+010	-3.578874e+000	-0.003330	3.312349e+003	1.601207e+004	-2.286119e-001	1.373884e+000	-7.605707e+005	-8.742789e+004	3.922328e+002	7.422475e+001	-1.246301e+009	1.667724e+009	5.379008e+005	9.544217e+005	-5.799399e+010	3.385589e+011	-4.353072e+008	1.256416e+009	2.197788e+015	-1.492612e+015	-5.096607e+011	1.714805e+012	-3.070672e+018	-1.322121e+019	7.813097e+014	-3.242664e+015	-1.922490e+021	1.614586e+021	
20190718_143641	dri rot 	0.000037	-0.000004	1.000000	1.322090	-149.992289	-149.996475	0.000000	0.000000	1.321337e+011	-6.263361e+010	-3.578875e+000	-0.003331	3.594919e+003	1.598283e+004	-5.646157e-002	1.455563e+000	-2.733907e+005	2.953734e+005	2.305270e+002	-1.448442e+002	-1.178775e+009	1.910002e+009	-3.743919e+005	-5.331573e+005	-3.976655e+011	-1.151678e+012	4.283608e+008	1.916927e+009	3.328703e+015	-2.584284e+015	-2.292804e+011	-1.029101e+012	8.621682e+018	-7.675565e+018	-1.894502e+015	-3.846464e+015	-4.046860e+020	5.618194e+021	
20190718_143642	dri rot 	0.000037	-0.000004	1.000000	1.322090	-149.984281	-149.996475	0.000000	0.000000	1.372093e+011	-6.533048e+010	-3.578810e+000	-0.003322	3.451529e+003	1.619256e+004	6.824710e-002	1.446446e+000	-2.035297e+005	7.059025e+005	2.131571e+002	-3.987213e+002	-8.310528e+008	1.581352e+009	-1.325738e+006	1.791713e+005	-1.544866e+012	-5.152748e+011	3.882527e+008	1.591013e+009	2.456699e+015	-2.039697e+015	3.063497e+012	-6.168650e+011	8.961596e+018	3.943722e+018	-3.110841e+015	-2.028450e+015	-5.724959e+021	-6.856075e+020	
20190718_143704	dri rot 	0.000037	-0.000004	1.000000	1.322090	-149.992289	-199.998322	0.000000	0.000000	1.367394e+011	-6.179726e+010	-3.578897e+000	-0.003332	3.618821e+003	1.611282e+004	-6.146561e-002	1.312122e+000	-4.290715e+005	1.755205e+005	3.294144e+002	-3.036581e+002	-1.853773e+008	1.623943e+009	-6.302008e+005	4.855505e+005	-5.176778e+011	1.111031e+012	5.040525e+008	2.000538e+009	2.218748e+015	-3.470164e+015	-1.669022e+012	1.515041e+012	-3.943698e+018	8.179362e+018	-3.874264e+015	6.348284e+015	-9.139408e+021	1.046928e+022	
